District_matched,Crop_Year,Season,Area,Production,Yield
Adilabad,1997,Kharif     ,30600.0,29100.0,0.95
Adilabad,1998,Kharif     ,66400.0,152300.0,2.29
Adilabad,1999,Kharif     ,66388.0,162451.0,2.45
Adilabad,2000,Kharif     ,70645.0,146235.0,2.07
Adilabad,2001,Kharif     ,67358.0,150343.0,2.23
Adilabad,2002,Kharif     ,71657.0,110710.0,1.54
Adilabad,2003,Kharif     ,74851.0,184732.0,2.47
Adilabad,2004,Kharif     ,35637.0,54133.0,1.52
Adilabad,2005,Kharif     ,69284.0,178198.0,2.57
Adilabad,2006,Kharif     ,64743.0,155318.0,2.4
Adilabad,2007,Kharif     ,40000.0,96000.0,2.4
Adilabad,2008,Kharif     ,54506.0,133049.0,2.44
Adilabad,2009,Kharif     ,37878.0,75264.0,1.99
Adilabad,2010,Kharif     ,62903.0,175263.0,2.79
Adilabad,2011,Kharif     ,60681.0,151310.0,2.49
Adilabad,2012,Kharif     ,56000.0,145000.0,2.59
Adilabad,2013,Kharif     ,65502.0,175303.0,2.68
Adilabad,2014,Kharif     ,36084.0,81003.0,2.24
Adilabad,2015,Kharif     ,42575.0,108571.0,2.55
Adilabad,2016,Kharif     ,1230.0,3174.0,2.58
Adilabad,2017,Kharif     ,556.0,1334.0,2.4
Adilabad,2018,Kharif     ,385.0,1222.0,3.17
Adilabad,2019,Kharif     ,508.0,1846.0,3.63
Agar Malwa,2013,Kharif     ,2.0,1.0,0.5
Agar Malwa,2018,Kharif     ,286.0,286.0,1.0
Agar Malwa,2019,Summer     ,98.0,0.0,0.0
Agra,1997,Kharif     ,935.0,2073.0,2.22
Agra,1998,Kharif     ,1536.0,3478.0,2.26
Agra,1999,Kharif     ,2142.0,3781.0,1.77
Agra,2000,Kharif     ,1322.0,2502.0,1.89
Agra,2001,Kharif     ,1318.0,2476.0,1.88
Agra,2002,Kharif     ,1134.0,1900.0,1.68
Agra,2003,Kharif     ,824.0,1436.0,1.74
Agra,2004,Kharif     ,1097.0,2575.0,2.35
Agra,2005,Kharif     ,1021.0,2314.0,2.27
Agra,2006,Kharif     ,1086.0,2056.0,1.89
Agra,2007,Kharif     ,1395.0,2763.0,1.98
Agra,2008,Kharif     ,4176.0,9183.0,2.2
Agra,2009,Kharif     ,4816.0,8467.0,1.76
Agra,2010,Kharif     ,4342.0,9413.0,2.17
Agra,2011,Kharif     ,6724.0,16803.0,2.5
Agra,2012,Kharif     ,3556.0,8975.0,2.52
Agra,2013,Kharif     ,8691.0,22475.0,2.59
Agra,2014,Kharif     ,10164.0,24231.0,2.38
Agra,2015,Kharif     ,9401.0,22553.0,2.4
Agra,2016,Kharif     ,4872.0,13281.0,2.73
Agra,2017,Kharif     ,5252.0,13109.0,2.5
Agra,2018,Kharif     ,5432.0,13374.0,2.46
Agra,2019,Kharif     ,5296.0,13642.0,2.58
Ahmedabad,1997,Whole Year ,75300.0,114500.0,1.52
Ahmedabad,1998,Kharif     ,52200.0,72600.0,1.39
Ahmedabad,1999,Kharif     ,75100.0,78900.0,1.05
Ahmedabad,2000,Kharif     ,84100.0,37500.0,0.45
Ahmedabad,2001,Kharif     ,82000.0,144300.0,1.76
Ahmedabad,2002,Kharif     ,47500.0,39300.0,0.83
Ahmedabad,2003,Kharif     ,83200.0,197600.0,2.38
Ahmedabad,2004,Kharif     ,78900.0,176000.0,2.23
Ahmedabad,2005,Kharif     ,94800.0,235500.0,2.48
Ahmedabad,2006,Kharif     ,97300.0,178800.0,1.84
Ahmedabad,2007,Kharif     ,105200.0,214100.0,2.04
Ahmedabad,2008,Kharif     ,96100.0,175500.0,1.83
Ahmedabad,2009,Kharif     ,83700.0,209200.0,2.5
Ahmedabad,2010,Kharif     ,103500.0,273600.0,2.64
Ahmedabad,2011,Kharif     ,119000.0,311000.0,2.61
Ahmedabad,2012,Kharif     ,107800.0,212600.0,1.97
Ahmedabad,2013,Kharif     ,112760.0,263994.0,2.34
Ahmedabad,2014,Kharif     ,116904.0,305692.0,2.61
Ahmedabad,2015,Kharif     ,113930.0,287425.0,2.52
Ahmedabad,2016,Kharif     ,119870.0,311998.0,2.6
Ahmedabad,2017,Kharif     ,117955.0,253359.0,2.15
Ahmedabad,2018,Kharif     ,113463.0,149704.0,1.32
Ahmedabad,2019,Kharif     ,133051.0,271922.0,2.04
Ahmednagar,1997,Kharif     ,5900.0,7200.0,1.22
Ahmednagar,1998,Kharif     ,5600.0,7400.0,1.32
Ahmednagar,1999,Kharif     ,5700.0,8000.0,1.4
Ahmednagar,2000,Kharif     ,5500.0,3800.0,0.69
Ahmednagar,2001,Kharif     ,7300.0,4100.0,0.56
Ahmednagar,2002,Kharif     ,7400.0,1700.0,0.23
Ahmednagar,2003,Kharif     ,7600.0,5900.0,0.78
Ahmednagar,2004,Kharif     ,8000.0,5800.0,0.73
Ahmednagar,2005,Kharif     ,8000.0,3500.0,0.44
Ahmednagar,2006,Kharif     ,8400.0,6600.0,0.79
Ahmednagar,2007,Kharif     ,8600.0,10200.0,1.19
Ahmednagar,2008,Kharif     ,9300.0,9100.0,0.98
Ahmednagar,2009,Kharif     ,7400.0,2800.0,0.38
Ahmednagar,2010,Kharif     ,7500.0,7000.0,0.93
Ahmednagar,2011,Kharif     ,7900.0,7800.0,0.99
Ahmednagar,2012,Kharif     ,7500.0,4600.0,0.61
Ahmednagar,2013,Kharif     ,7900.0,19000.0,2.41
Ahmednagar,2014,Kharif     ,8600.0,2200.0,0.26
Ahmednagar,2015,Kharif     ,14000.0,17200.0,1.23
Ahmednagar,2016,Kharif     ,15000.0,26200.0,1.75
Ahmednagar,2017,Kharif     ,16200.0,37300.0,2.3
Ahmednagar,2018,Kharif     ,16245.0,6711.0,0.41
Ahmednagar,2019,Kharif     ,17331.0,19469.0,1.12
Ajmer,1997,Kharif     ,100.0,100.0,1.0
Ajmer,1998,Kharif     ,28.0,34.0,1.21
Ajmer,1999,Kharif     ,69.0,87.0,1.26
Ajmer,2000,Kharif     ,31.0,29.0,0.94
Ajmer,2001,Kharif     ,51.0,64.0,1.25
Ajmer,2002,Kharif     ,2.0,2.0,1.0
Ajmer,2003,Kharif     ,26.0,43.0,1.65
Ajmer,2004,Kharif     ,18.0,27.0,1.5
Ajmer,2005,Kharif     ,13.0,19.0,1.46
Ajmer,2006,Kharif     ,15.0,24.0,1.6
Ajmer,2007,Kharif     ,6.0,12.0,2.0
Ajmer,2008,Kharif     ,4.0,7.0,1.75
Ajmer,2009,Kharif     ,7.0,11.0,1.57
Ajmer,2010,Kharif     ,9.0,18.0,2.0
Ajmer,2011,Kharif     ,9.0,17.0,1.89
Ajmer,2012,Kharif     ,5.0,9.0,1.8
Ajmer,2013,Kharif     ,5.0,11.0,2.2
Ajmer,2014,Kharif     ,9.0,20.0,2.22
Ajmer,2015,Kharif     ,2.0,4.0,2.0
Ajmer,2016,Kharif     ,7.0,16.0,2.29
Ajmer,2017,Kharif     ,9.0,21.0,2.33
Ajmer,2018,Kharif     ,6.0,14.0,2.33
Ajmer,2019,Kharif     ,3.0,7.0,2.33
Akola,1997,Kharif     ,2900.0,1600.0,0.55
Akola,1998,Kharif     ,2900.0,2000.0,0.69
Alappuzha,1998,Summer     ,19058.0,58013.0,3.04
Alappuzha,1999,Summer     ,16404.0,39718.0,2.42
Alappuzha,2000,Summer     ,17536.0,55953.0,3.19
Alappuzha,2001,Winter     ,17519.0,47741.0,2.73
Alappuzha,2002,Winter     ,17149.0,53102.0,3.1
Alappuzha,2003,Winter     ,16706.0,30092.0,1.8
Alappuzha,2004,Winter     ,13801.0,32466.0,2.35
Alappuzha,2005,Winter     ,15660.0,43429.0,2.77
Alappuzha,2006,Winter     ,13696.0,40111.0,2.93
Alappuzha,2007,Summer     ,15291.0,26776.0,1.75
Alappuzha,2008,Summer     ,18121.0,55997.0,3.09
Alappuzha,2009,Summer     ,16820.0,46392.0,2.76
Alappuzha,2010,Summer     ,22744.6,58234.0,2.56
Alappuzha,2011,Summer     ,17169.79,53157.0,3.1
Alappuzha,2012,Summer     ,20325.0,57043.0,2.81
Alappuzha,2013,Summer     ,19626.0,50082.0,2.55
Alappuzha,2014,Summer     ,18685.0,60549.0,3.24
Alappuzha,2015,Summer     ,19810.0,54501.0,2.75
Alappuzha,2016,Summer     ,20104.0,59822.0,2.98
Alappuzha,2017,Summer     ,21689.0,63770.0,2.94
Alappuzha,2018,Summer     ,18861.06,87003.0,4.61
Alappuzha,2019,Summer     ,27163.0,95684.0,3.52
Aligarh,1997,Kharif     ,17167.0,36571.0,2.13
Aligarh,1998,Kharif     ,22174.0,35078.0,1.58
Aligarh,1999,Kharif     ,31898.0,56313.0,1.77
Aligarh,2000,Kharif     ,34648.0,68335.0,1.97
Aligarh,2001,Kharif     ,33654.0,65137.0,1.94
Aligarh,2002,Kharif     ,26117.0,45992.0,1.76
Aligarh,2003,Kharif     ,30731.0,63252.0,2.06
Aligarh,2004,Kharif     ,38381.0,86421.0,2.25
Aligarh,2005,Kharif     ,36832.0,76868.0,2.09
Aligarh,2006,Kharif     ,38447.0,79239.0,2.06
Aligarh,2007,Kharif     ,47382.0,95096.0,2.01
Aligarh,2008,Kharif     ,47544.0,102410.0,2.15
Aligarh,2009,Kharif     ,66448.0,115088.0,1.73
Aligarh,2010,Kharif     ,64485.0,131614.0,2.04
Aligarh,2011,Kharif     ,70307.0,154394.0,2.2
Aligarh,2012,Kharif     ,85311.0,209609.0,2.46
Aligarh,2013,Kharif     ,87525.0,196144.0,2.24
Aligarh,2014,Kharif     ,90420.0,201998.0,2.23
Aligarh,2015,Kharif     ,87723.0,205798.0,2.35
Aligarh,2016,Kharif     ,79388.0,201328.0,2.54
Aligarh,2017,Kharif     ,83454.0,222906.0,2.67
Aligarh,2018,Kharif     ,95680.0,230780.0,2.41
Aligarh,2019,Kharif     ,91823.0,239658.0,2.61
Alipurduar,2016,Winter     ,63105.0,125269.0,1.99
Alipurduar,2017,Winter     ,63895.0,139447.0,2.18
Alipurduar,2018,Winter     ,62655.0,133396.0,2.13
Alipurduar,2019,Winter     ,64559.0,155727.0,2.41
Alirajpur,2008,Kharif     ,7665.0,3561.0,0.46
Alirajpur,2009,Whole Year ,7226.0,3008.0,0.42
Alirajpur,2010,Kharif     ,7122.0,5226.0,0.73
Alirajpur,2011,Kharif     ,6823.0,5131.0,0.75
Alirajpur,2012,Kharif     ,7082.0,3857.0,0.54
Alirajpur,2013,Kharif     ,6947.0,4361.0,0.63
Alirajpur,2014,Kharif     ,5000.0,4670.0,0.93
Alirajpur,2015,Kharif     ,5000.0,5330.0,1.07
Alirajpur,2016,Kharif     ,5000.0,5330.0,1.07
Alirajpur,2017,Kharif     ,5020.0,4600.0,0.92
Alirajpur,2018,Kharif     ,4443.0,4381.0,0.99
Alirajpur,2019,Kharif     ,4646.0,5502.0,1.18
Allahabad,1997,Kharif     ,142391.0,264382.0,1.86
Allahabad,1998,Kharif     ,187453.0,334437.0,1.78
Allahabad,1999,Kharif     ,205329.0,431418.0,2.1
Allahabad,2000,Kharif     ,210540.0,385279.0,1.83
Allahabad,2001,Kharif     ,182098.0,364115.0,2.0
Allahabad,2002,Kharif     ,165627.0,315023.0,1.9
Allahabad,2003,Kharif     ,175078.0,408380.0,2.33
Allahabad,2004,Kharif     ,162912.0,291720.0,1.79
Allahabad,2005,Kharif     ,187745.0,378494.0,2.02
Allahabad,2006,Kharif     ,162136.0,342918.0,2.12
Allahabad,2007,Kharif     ,165636.0,356449.0,2.15
Allahabad,2008,Kharif     ,185494.0,453347.0,2.44
Allahabad,2009,Kharif     ,105361.0,228633.0,2.17
Allahabad,2010,Kharif     ,141316.0,328560.0,2.33
Allahabad,2011,Kharif     ,155232.0,397083.0,2.56
Allahabad,2012,Kharif     ,148937.0,427300.0,2.87
Allahabad,2013,Kharif     ,159525.0,420986.0,2.64
Allahabad,2014,Kharif     ,149419.0,313780.0,2.1
Allahabad,2015,Kharif     ,146462.0,268465.0,1.83
Allahabad,2016,Kharif     ,166477.0,459976.0,2.76
Allahabad,2017,Kharif     ,167118.0,458572.0,2.74
Allahabad,2018,Kharif     ,154505.0,482056.0,3.12
Allahabad,2019,Kharif     ,154773.0,483047.0,3.12
Almorah,1997,Kharif     ,34812.0,39217.0,1.13
Almorah,1998,Kharif     ,22816.0,24778.0,1.09
Almorah,1999,Kharif     ,23583.0,24097.0,1.02
Almorah,2000,Kharif     ,21297.0,21003.0,0.99
Almorah,2001,Kharif     ,20696.0,25969.0,1.25
Almorah,2002,Kharif     ,23828.0,15941.0,0.67
Almorah,2003,Kharif     ,20137.0,20615.0,1.02
Almorah,2004,Kharif     ,21444.0,21008.0,0.98
Almorah,2005,Kharif     ,21212.0,22000.0,1.04
Almorah,2006,Kharif     ,23031.0,28882.0,1.25
Almorah,2007,Kharif     ,22299.0,25409.0,1.14
Almorah,2008,Kharif     ,20493.0,20160.0,0.98
Almorah,2009,Kharif     ,21069.0,20655.0,0.98
Almorah,2010,Kharif     ,19294.0,19886.0,1.03
Almorah,2011,Kharif     ,18736.0,21252.0,1.13
Almorah,2012,Kharif     ,18288.0,19656.0,1.07
Almorah,2013,Kharif     ,15597.0,18545.0,1.19
Almorah,2014,Kharif     ,16897.0,19776.0,1.17
Almorah,2015,Kharif     ,17526.0,19096.0,1.09
Almorah,2016,Kharif     ,15643.0,20035.0,1.28
Almorah,2017,Kharif     ,14389.0,17563.0,1.22
Almorah,2018,Kharif     ,12452.0,15578.0,1.25
Almorah,2019,Kharif     ,13529.0,15383.0,1.14
Almorah,2020,Kharif     ,13339.0,17324.0,1.3
Alwar,1997,Kharif     ,300.0,300.0,1.0
Alwar,1998,Kharif     ,381.0,466.0,1.22
Alwar,1999,Kharif     ,605.0,763.0,1.26
Alwar,2000,Kharif     ,396.0,371.0,0.94
Alwar,2001,Kharif     ,274.0,342.0,1.25
Alwar,2002,Kharif     ,104.0,84.0,0.81
Alwar,2003,Kharif     ,160.0,265.0,1.66
Alwar,2004,Kharif     ,139.0,206.0,1.48
Alwar,2005,Kharif     ,132.0,193.0,1.46
Alwar,2006,Kharif     ,127.0,200.0,1.57
Alwar,2007,Kharif     ,155.0,315.0,2.03
Alwar,2008,Kharif     ,265.0,479.0,1.81
Alwar,2009,Kharif     ,346.0,524.0,1.51
Alwar,2010,Kharif     ,378.0,766.0,2.03
Alwar,2011,Kharif     ,375.0,707.0,1.89
Alwar,2012,Kharif     ,785.0,1390.0,1.77
Alwar,2013,Kharif     ,402.0,863.0,2.15
Alwar,2014,Kharif     ,350.0,765.0,2.19
Alwar,2015,Kharif     ,286.0,578.0,2.02
Alwar,2016,Kharif     ,266.0,609.0,2.29
Alwar,2017,Kharif     ,237.0,561.0,2.37
Alwar,2018,Kharif     ,61.0,140.0,2.3
Alwar,2019,Kharif     ,89.0,195.0,2.19
Ambala,1997,Kharif     ,65000.0,182000.0,2.8
Ambala,1998,Kharif     ,71365.0,186000.0,2.61
Ambala,1999,Kharif     ,72185.0,206000.0,2.85
Ambala,2000,Kharif     ,71840.0,217000.0,3.02
Ambala,2001,Kharif     ,74881.0,233000.0,3.11
Ambala,2002,Kharif     ,61465.0,183000.0,2.98
Ambala,2003,Kharif     ,73240.0,227000.0,3.1
Ambala,2004,Kharif     ,73580.0,233000.0,3.17
Ambala,2005,Kharif     ,76540.0,254000.0,3.32
Ambala,2006,Kharif     ,75737.0,261000.0,3.45
Ambala,2007,Kharif     ,75164.0,277000.0,3.69
Ambala,2008,Kharif     ,81002.0,267000.0,3.3
Ambala,2009,Kharif     ,82283.0,306000.0,3.72
Ambala,2010,Kharif     ,81869.0,282000.0,3.44
Ambala,2011,Kharif     ,82586.0,322000.0,3.9
Ambala,2012,Kharif     ,82642.0,343000.0,4.15
Ambala,2013,Kharif     ,79000.0,308000.0,3.9
Ambala,2014,Kharif     ,83000.0,301000.0,3.63
Ambala,2015,Kharif     ,86000.0,328000.0,3.81
Ambala,2016,Kharif     ,83000.0,319000.0,3.84
Ambala,2017,Kharif     ,85000.0,331000.0,3.89
Ambala,2018,Kharif     ,85000.0,277000.0,3.26
Ambala,2019,Kharif     ,90900.0,360400.0,3.96
Ambedkar Nagar,1997,Kharif     ,110693.0,270417.0,2.44
Ambedkar Nagar,1998,Kharif     ,110093.0,256380.0,2.33
Ambedkar Nagar,1999,Kharif     ,111467.0,317373.0,2.85
Ambedkar Nagar,2000,Kharif     ,116502.0,288186.0,2.47
Ambedkar Nagar,2001,Kharif     ,122588.0,296503.0,2.42
Ambedkar Nagar,2002,Kharif     ,113857.0,243408.0,2.14
Ambedkar Nagar,2003,Kharif     ,114092.0,298678.0,2.62
Ambedkar Nagar,2004,Kharif     ,116438.0,233800.0,2.01
Ambedkar Nagar,2005,Kharif     ,114474.0,273020.0,2.38
Ambedkar Nagar,2006,Kharif     ,113782.0,204580.0,1.8
Ambedkar Nagar,2007,Kharif     ,113450.0,289411.0,2.55
Ambedkar Nagar,2008,Kharif     ,132870.0,358749.0,2.7
Ambedkar Nagar,2009,Kharif     ,111508.0,288806.0,2.59
Ambedkar Nagar,2010,Kharif     ,113002.0,298099.0,2.64
Ambedkar Nagar,2011,Kharif     ,116323.0,313374.0,2.69
Ambedkar Nagar,2012,Kharif     ,115800.0,319492.0,2.76
Ambedkar Nagar,2013,Kharif     ,115279.0,314251.0,2.73
Ambedkar Nagar,2014,Kharif     ,118607.0,290706.0,2.45
Ambedkar Nagar,2015,Kharif     ,112181.0,236814.0,2.11
Ambedkar Nagar,2016,Kharif     ,116358.0,296015.0,2.54
Ambedkar Nagar,2017,Kharif     ,118326.0,379590.0,3.21
Ambedkar Nagar,2018,Kharif     ,118618.0,359175.0,3.03
Ambedkar Nagar,2019,Kharif     ,114525.0,352050.0,3.07
Sultanpur,2010,Kharif     ,113314.0,236940.0,2.09
Sultanpur,2011,Kharif     ,122203.0,272146.0,2.23
Sultanpur,2012,Kharif     ,118227.0,308454.0,2.61
Sultanpur,2013,Kharif     ,123251.0,280396.0,2.27
Sultanpur,2014,Kharif     ,97395.0,147846.0,1.52
Sultanpur,2015,Kharif     ,92511.0,181969.0,1.97
Sultanpur,2016,Kharif     ,116456.0,271110.0,2.33
Sultanpur,2017,Kharif     ,113979.0,277083.0,2.43
Sultanpur,2018,Kharif     ,121428.0,335384.0,2.76
Sultanpur,2019,Kharif     ,118349.0,323685.0,2.74
Amarawati,1997,Kharif     ,9500.0,5800.0,0.61
Amarawati,1998,Kharif     ,8700.0,6100.0,0.7
Amarawati,1999,Kharif     ,8800.0,5600.0,0.64
Amarawati,2000,Kharif     ,8900.0,4400.0,0.49
Amarawati,2001,Kharif     ,10300.0,9700.0,0.94
Amarawati,2002,Kharif     ,11000.0,7200.0,0.65
Amarawati,2003,Kharif     ,10200.0,6000.0,0.59
Amarawati,2004,Kharif     ,9600.0,4200.0,0.44
Amarawati,2005,Kharif     ,10200.0,5000.0,0.49
Amarawati,2006,Kharif     ,8500.0,4600.0,0.54
Amarawati,2007,Kharif     ,6300.0,5200.0,0.83
Amarawati,2008,Kharif     ,4500.0,1800.0,0.4
Amarawati,2009,Kharif     ,4300.0,6200.0,1.44
Amarawati,2010,Kharif     ,3800.0,2800.0,0.74
Amarawati,2011,Kharif     ,4100.0,3100.0,0.76
Amarawati,2012,Kharif     ,3800.0,1500.0,0.39
Amarawati,2013,Kharif     ,4700.0,800.0,0.17
Amarawati,2014,Kharif     ,5300.0,1600.0,0.3
Amarawati,2015,Kharif     ,5600.0,1200.0,0.21
Amarawati,2016,Kharif     ,6900.0,4600.0,0.67
Amarawati,2017,Kharif     ,8900.0,3000.0,0.34
Amarawati,2018,Kharif     ,7258.0,2942.0,0.41
Amarawati,2019,Kharif     ,6168.0,1186.0,0.19
Amreli,1998,Kharif     ,100.0,100.0,1.0
Amreli,1999,Kharif     ,100.0,100.0,1.0
Amreli,2001,Kharif     ,100.0,100.0,1.0
Amritsar,1997,Kharif     ,292000.0,879000.0,3.01
Amritsar,1998,Kharif     ,305000.0,878000.0,2.88
Amritsar,1999,Kharif     ,319000.0,991000.0,3.11
Amritsar,2000,Kharif     ,319000.0,972000.0,3.05
Amritsar,2001,Kharif     ,319000.0,958000.0,3.0
Amritsar,2002,Kharif     ,311000.0,879000.0,2.83
Amritsar,2003,Kharif     ,326000.0,872000.0,2.67
Amritsar,2004,Kharif     ,334000.0,1034000.0,3.1
Amritsar,2005,Kharif     ,345000.0,1003000.0,2.91
Amritsar,2006,Kharif     ,178000.0,538000.0,3.02
Amritsar,2007,Kharif     ,178000.0,546000.0,3.07
Amritsar,2008,Kharif     ,183000.0,532000.0,2.91
Amritsar,2009,Kharif     ,185000.0,501000.0,2.71
Amritsar,2010,Kharif     ,186000.0,503000.0,2.7
Amritsar,2011,Kharif     ,184000.0,482000.0,2.62
Amritsar,2012,Kharif     ,185000.0,544000.0,2.94
Amritsar,2013,Kharif     ,182000.0,518000.0,2.85
Amritsar,2014,Kharif     ,182000.0,505000.0,2.77
Amritsar,2015,Kharif     ,181000.0,513000.0,2.83
Amritsar,2016,Kharif     ,180000.0,574000.0,3.19
Amritsar,2017,Kharif     ,180000.0,677000.0,3.76
Amritsar,2018,Kharif     ,180000.0,537000.0,2.98
Amritsar,2019,Kharif     ,181000.0,598000.0,3.3
Anand,2003,Kharif     ,71900.0,142700.0,1.98
Anand,2004,Kharif     ,80400.0,175100.0,2.18
Anand,2005,Kharif     ,82300.0,178500.0,2.17
Anand,2006,Kharif     ,72400.0,125200.0,1.73
Anand,2007,Kharif     ,86100.0,200300.0,2.33
Anand,2008,Kharif     ,88200.0,174400.0,1.98
Anand,2009,Kharif     ,75200.0,192700.0,2.56
Anand,2010,Kharif     ,87700.0,185200.0,2.11
Anand,2011,Kharif     ,89000.0,198500.0,2.23
Anand,2012,Kharif     ,94400.0,238900.0,2.53
Anand,2013,Kharif     ,113845.0,295917.0,2.6
Anand,2014,Kharif     ,110222.0,308578.0,2.8
Anand,2015,Kharif     ,108474.0,300227.0,2.77
Anand,2016,Kharif     ,101891.0,279721.0,2.75
Anand,2017,Kharif     ,110798.0,299878.0,2.71
Anand,2018,Kharif     ,112760.0,314920.0,2.79
Anand,2019,Kharif     ,112839.0,207115.0,1.84
Anantapur,1997,Kharif     ,35600.0,75400.0,2.12
Anantapur,1998,Kharif     ,38300.0,96800.0,2.53
Anantapur,1999,Kharif     ,37991.0,105082.0,2.77
Anantapur,2000,Kharif     ,39905.0,117680.0,2.95
Anantapur,2001,Rabi       ,38119.0,108906.0,2.86
Anantapur,2002,Kharif     ,29066.0,66329.0,2.28
Anantapur,2003,Kharif     ,17515.0,44891.0,2.56
Anantapur,2004,Kharif     ,24335.0,85051.0,3.5
Anantapur,2005,Kharif     ,25008.0,69972.0,2.8
Anantapur,2006,Kharif     ,22349.0,67427.0,3.02
Anantapur,2007,Kharif     ,30000.0,95000.0,3.17
Anantapur,2008,Kharif     ,30306.0,94615.0,3.12
Anantapur,2009,Kharif     ,32226.0,101512.0,3.15
Anantapur,2010,Kharif     ,34973.0,102007.0,2.92
Anantapur,2011,Kharif     ,37720.0,94531.0,2.51
Anantapur,2012,Kharif     ,22000.0,58000.0,2.64
Anantapur,2013,Kharif     ,28114.0,59377.0,2.11
Anantapur,2014,Kharif     ,22658.0,68155.0,3.01
Anantapur,2015,Kharif     ,20033.0,61012.0,3.05
Anantapur,2016,Kharif     ,17983.0,44138.0,2.45
Anantapur,2017,Rabi       ,18621.0,55528.0,2.98
Anantapur,2018,Kharif     ,21938.0,58673.0,2.67
Anantapur,2019,Kharif     ,18209.0,65726.0,3.61
Angul,1998,Winter     ,77609.0,63810.0,0.82
Angul,1999,Winter     ,89000.0,117000.0,1.31
Angul,2000,Winter     ,89060.0,37420.0,0.42
Angul,2001,Kharif     ,113000.0,187000.0,1.65
Angul,2002,Kharif     ,104000.0,41000.0,0.39
Angul,2003,Kharif     ,109000.0,165000.0,1.51
Angul,2004,Winter     ,91000.0,122000.0,1.34
Angul,2005,Winter     ,85000.0,140000.0,1.65
Angul,2006,Winter     ,90000.0,128000.0,1.42
Angul,2007,Winter     ,83000.0,74000.0,0.89
Angul,2008,Winter     ,82000.0,113000.0,1.38
Angul,2009,Winter     ,83000.0,89000.0,1.07
Angul,2010,Winter     ,68000.0,43000.0,0.63
Angul,2011,Winter     ,64000.0,67000.0,1.05
Angul,2012,Winter     ,69000.0,152000.0,2.2
Angul,2013,Winter     ,65000.0,134000.0,2.06
Angul,2014,Winter     ,75000.0,196000.0,2.61
Angul,2015,Winter     ,67000.0,51000.0,0.76
Angul,2016,Winter     ,71870.0,174370.0,2.43
Angul,2017,Winter     ,82070.0,115460.0,1.41
Angul,2018,Winter     ,61280.0,168350.0,2.75
Angul,2019,Winter     ,57960.0,184170.0,3.18
Anuppur,2003,Kharif     ,98997.0,63427.0,0.64
Anuppur,2004,Kharif     ,101146.0,48614.0,0.48
Anuppur,2005,Kharif     ,101813.0,109440.0,1.07
Anuppur,2006,Kharif     ,101189.0,99704.0,0.99
Anuppur,2007,Kharif     ,101031.0,64536.0,0.64
Anuppur,2008,Kharif     ,100199.0,104585.0,1.04
Anuppur,2009,Whole Year ,97064.0,56420.0,0.58
Anuppur,2010,Kharif     ,97568.0,63043.0,0.65
Anuppur,2011,Kharif     ,99732.0,102712.0,1.03
Anuppur,2012,Kharif     ,105693.0,118574.0,1.12
Anuppur,2013,Kharif     ,105066.0,190548.0,1.81
Anuppur,2014,Kharif     ,107000.0,206670.0,1.93
Anuppur,2015,Kharif     ,92000.0,148000.0,1.61
Anuppur,2016,Kharif     ,109000.0,206660.0,1.9
Anuppur,2017,Kharif     ,107200.0,171440.0,1.6
Anuppur,2018,Kharif     ,102416.0,136084.0,1.33
Anuppur,2019,Kharif     ,124947.0,254431.0,2.04
Araria,1997,Winter     ,93975.0,121063.0,1.29
Araria,1998,Winter     ,93100.0,90299.0,0.97
Araria,1999,Summer     ,13776.0,24727.0,1.79
Araria,2000,Autumn     ,88865.0,84685.0,0.95
Araria,2001,Autumn     ,80515.0,87320.0,1.08
Araria,2002,Winter     ,82299.0,95520.0,1.16
Araria,2003,Winter     ,83394.0,118046.0,1.42
Araria,2004,Winter     ,77652.0,39165.0,0.5
Araria,2005,Winter     ,82557.0,43894.0,0.53
Araria,2006,Winter     ,95366.0,88707.0,0.93
Araria,2007,Summer     ,15660.0,22803.0,1.46
Araria,2008,Winter     ,97100.0,112440.0,1.16
Araria,2009,Winter     ,97533.0,119322.0,1.22
Araria,2010,Winter     ,97335.0,96492.0,0.99
Araria,2011,Winter     ,96434.0,193191.0,2.0
Araria,2012,Winter     ,96434.0,212341.0,2.2
Araria,2013,Winter     ,94418.0,272074.0,2.88
Araria,2014,Winter     ,88961.0,216846.0,2.44
Araria,2015,Winter     ,89986.0,184531.0,2.05
Araria,2016,Winter     ,91101.0,186641.0,2.05
Araria,2017,Winter     ,130087.0,227573.0,1.75
Araria,2018,Winter     ,29529.0,59199.0,2.0
Araria,2019,Winter     ,27733.0,60988.0,2.2
Aravalli,2014,Kharif     ,1911.0,593.0,0.31
Aravalli,2015,Kharif     ,1095.0,1284.0,1.17
Aravalli,2016,Kharif     ,1487.0,3508.0,2.36
Aravalli,2017,Kharif     ,1208.0,2930.0,2.43
Aravalli,2018,Kharif     ,1625.0,3979.0,2.45
Aravalli,2019,Kharif     ,1554.0,2507.0,1.61
Ariyalur,2008,Kharif     ,24574.0,0.0,0.0
Ariyalur,2009,Kharif     ,25978.0,80462.0,3.1
Ariyalur,2010,Kharif     ,25211.0,97869.0,3.88
Ariyalur,2011,Kharif     ,24097.0,97257.0,4.04
Ariyalur,2012,Kharif     ,17523.0,36392.0,2.08
Ariyalur,2013,Kharif     ,24437.0,131658.0,5.39
Ariyalur,2014,Kharif     ,23108.0,116239.0,5.03
