Dist Code,Year,State Code,State Name,Dist Name,NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),TOTAL CONSUMPTION (tons)
15,2017,6,Madhya Pradesh,Tikamgarh,8357,67.85,3862,31.36,98,0.8,12317
16,1988,6,Madhya Pradesh,Chhatarpur,4345,53.58,3503,43.2,261,3.22,8109
16,1999,6,Madhya Pradesh,Chhatarpur,8949,48.8,9114,49.7,274,1.49,18337
16,2000,6,Madhya Pradesh,Chhatarpur,8226,47.45,8944,51.59,167,0.96,17337
16,2001,6,Madhya Pradesh,Chhatarpur,8052,50.7,7716,48.58,115,0.72,15883
16,2002,6,Madhya Pradesh,Chhatarpur,7210,48.18,7629,50.98,127,0.85,14966
16,2003,6,Madhya Pradesh,Chhatarpur,12784,52.05,11364,46.27,412,1.68,24560
16,2004,6,Madhya Pradesh,Chhatarpur,14093,51.94,12766,47.05,276,1.02,27135
16,2005,6,Madhya Pradesh,Chhatarpur,11426,59.1,7361,38.07,546,2.82,19333
16,2006,6,Madhya Pradesh,Chhatarpur,9427,53.98,7972,45.65,65,0.37,17464
16,2007,6,Madhya Pradesh,Chhatarpur,7071,53.94,5887,44.91,150,1.14,13108
16,2008,6,Madhya Pradesh,Chhatarpur,18199,51.84,16576,47.21,334,0.95,35109
16,2009,6,Madhya Pradesh,Chhatarpur,13308,54.24,11085,45.18,144,0.59,24537
16,2010,6,Madhya Pradesh,Chhatarpur,14477,48.26,14951,49.84,573,1.91,30001
16,2011,6,Madhya Pradesh,Chhatarpur,17786,58.04,12684,41.39,176,0.57,30646
16,2012,6,Madhya Pradesh,Chhatarpur,20876,56.75,15805,42.96,106,0.29,36787
16,2013,6,Madhya Pradesh,Chhatarpur,16810,58.22,12032,41.67,31,0.11,28873
16,2014,6,Madhya Pradesh,Chhatarpur,15278,58.21,10845,41.32,123,0.47,26246
16,2015,6,Madhya Pradesh,Chhatarpur,16167,62.3,9695,37.36,87,0.34,25949
16,2016,6,Madhya Pradesh,Chhatarpur,19351,60.93,12258,38.6,149,0.47,31758
16,2017,6,Madhya Pradesh,Chhatarpur,14565,56.31,11159,43.14,140,0.54,25864
17,1988,6,Madhya Pradesh,Panna,2005,45.99,2172,49.82,183,4.2,4360
17,1999,6,Madhya Pradesh,Panna,3286,44.19,4054,54.52,96,1.29,7436
17,2000,6,Madhya Pradesh,Panna,2806,45.61,3272,53.19,74,1.2,6152
17,2001,6,Madhya Pradesh,Panna,3119,43.45,4026,56.08,34,0.47,7179
17,2002,6,Madhya Pradesh,Panna,2861,41.55,4013,58.28,12,0.17,6886
17,2003,6,Madhya Pradesh,Panna,3392,44.99,4123,54.69,24,0.32,7539
17,2004,6,Madhya Pradesh,Panna,3026,41.05,4276,58.01,69,0.94,7371
17,2005,6,Madhya Pradesh,Panna,2211,46.97,2352,49.97,144,3.06,4707
17,2006,6,Madhya Pradesh,Panna,2202,49.47,2186,49.11,63,1.42,4451
17,2007,6,Madhya Pradesh,Panna,2087,44.76,2473,53.03,103,2.21,4663
17,2008,6,Madhya Pradesh,Panna,3574,44,4286,52.76,263,3.24,8123
17,2009,6,Madhya Pradesh,Panna,3882,49.1,3958,50.06,66,0.83,7906
17,2010,6,Madhya Pradesh,Panna,3919,46.6,4353,51.76,138,1.64,8410
17,2011,6,Madhya Pradesh,Panna,6825,54.89,5516,44.36,93,0.75,12434
17,2012,6,Madhya Pradesh,Panna,6446,53.34,5613,46.45,26,0.22,12085
17,2013,6,Madhya Pradesh,Panna,8051,57.22,5978,42.49,41,0.29,14070
17,2014,6,Madhya Pradesh,Panna,6222,60.92,3941,38.59,50,0.49,10213
17,2015,6,Madhya Pradesh,Panna,6520,57.86,4739,42.05,10,0.09,11269
17,2016,6,Madhya Pradesh,Panna,6844,59.08,4698,40.56,42,0.36,11584
17,2017,6,Madhya Pradesh,Panna,6615,59.26,4493,40.25,54,0.48,11162
18,1988,6,Madhya Pradesh,Rewa,10104,59.78,6659,39.4,138,0.82,16901
18,1999,6,Madhya Pradesh,Rewa,11258,52.89,9632,45.25,396,1.86,21286
18,2000,6,Madhya Pradesh,Rewa,10837,53.26,9224,45.33,288,1.42,20349
18,2001,6,Madhya Pradesh,Rewa,12015,56.03,9096,42.42,331,1.54,21442
18,2002,6,Madhya Pradesh,Rewa,10413,53.57,8687,44.69,338,1.74,19438
18,2003,6,Madhya Pradesh,Rewa,13028,56.54,9534,41.37,482,2.09,23044
18,2004,6,Madhya Pradesh,Rewa,11600,58.53,7813,39.42,406,2.05,19819
18,2005,6,Madhya Pradesh,Rewa,11227,62.45,5604,31.17,1147,6.38,17978
18,2006,6,Madhya Pradesh,Rewa,13517,65.16,6797,32.77,430,2.07,20744
18,2007,6,Madhya Pradesh,Rewa,10328,64.52,5405,33.76,275,1.72,16008
18,2008,6,Madhya Pradesh,Rewa,12370,57.59,8460,39.39,648,3.02,21478
18,2009,6,Madhya Pradesh,Rewa,11186,57.72,8059,41.58,136,0.7,19381
18,2010,6,Madhya Pradesh,Rewa,10546,55.17,8065,42.19,504,2.64,19115
18,2011,6,Madhya Pradesh,Rewa,15784,58.25,11023,40.68,291,1.07,27098
18,2012,6,Madhya Pradesh,Rewa,16764,62.68,9875,36.92,106,0.4,26745
18,2013,6,Madhya Pradesh,Rewa,18662,67.69,8842,32.07,66,0.24,27570
18,2014,6,Madhya Pradesh,Rewa,13590,62.81,7709,35.63,336,1.55,21635
18,2015,6,Madhya Pradesh,Rewa,19727,66.49,9864,33.25,76,0.26,29667
18,2016,6,Madhya Pradesh,Rewa,23203,70.5,9556,29.03,155,0.47,32914
18,2017,6,Madhya Pradesh,Rewa,26124,68.44,11848,31.04,200,0.52,38173
19,1988,6,Madhya Pradesh,Sidhi,1680,64.37,901,34.52,29,1.11,2610
19,1999,6,Madhya Pradesh,Sidhi,4952,65.56,2471,32.72,130,1.72,7553
19,2000,6,Madhya Pradesh,Sidhi,5460,68.63,2381,29.93,115,1.45,7956
19,2001,6,Madhya Pradesh,Sidhi,5804,68.93,2516,29.88,100,1.19,8420
19,2002,6,Madhya Pradesh,Sidhi,4711,66.5,2281,32.2,92,1.3,7084
19,2003,6,Madhya Pradesh,Sidhi,5806,67.72,2635,30.74,132,1.54,8573
19,2004,6,Madhya Pradesh,Sidhi,5827,68.86,2536,29.97,99,1.17,8462
19,2005,6,Madhya Pradesh,Sidhi,5785,65.66,2584,29.33,442,5.02,8811
19,2006,6,Madhya Pradesh,Sidhi,6025,66.36,2960,32.6,94,1.04,9079
19,2007,6,Madhya Pradesh,Sidhi,5168,67.71,2400,31.44,65,0.85,7633
19,2008,6,Madhya Pradesh,Sidhi,6163,62.4,3577,36.22,137,1.39,9877
19,2009,6,Madhya Pradesh,Sidhi,5709,59.43,3858,40.16,39,0.41,9606
19,2010,6,Madhya Pradesh,Sidhi,5708,56.04,4205,41.29,272,2.67,10185
19,2011,6,Madhya Pradesh,Sidhi,7720,62.63,4524,36.7,83,0.67,12327
19,2012,6,Madhya Pradesh,Sidhi,7717,62.39,4611,37.28,40,0.32,12368
19,2013,6,Madhya Pradesh,Sidhi,10087,68.84,4503,30.73,62,0.42,14652
19,2014,6,Madhya Pradesh,Sidhi,6134,64.14,3379,35.33,50,0.52,9563
19,2015,6,Madhya Pradesh,Sidhi,6962,64.51,3812,35.32,18,0.17,10792
19,2016,6,Madhya Pradesh,Sidhi,8638,69.7,3726,30.06,30,0.24,12394
19,2017,6,Madhya Pradesh,Sidhi,10828,69.41,4735,30.35,39,0.25,15601
20,1988,6,Madhya Pradesh,Satna,7119,56.51,5323,42.25,156,1.24,12598
20,1999,6,Madhya Pradesh,Satna,10344,50.21,9784,47.49,475,2.31,20603
20,2000,6,Madhya Pradesh,Satna,10049,50.94,9472,48.01,208,1.05,19729
20,2001,6,Madhya Pradesh,Satna,11631,52.82,10227,46.44,164,0.74,22022
20,2002,6,Madhya Pradesh,Satna,11746,49.06,11996,50.11,198,0.83,23940
20,2003,6,Madhya Pradesh,Satna,12312,50.93,11301,46.75,561,2.32,24174
20,2004,6,Madhya Pradesh,Satna,14243,53.62,11877,44.71,445,1.68,26565
20,2005,6,Madhya Pradesh,Satna,15131,55.44,10824,39.66,1336,4.9,27291
20,2006,6,Madhya Pradesh,Satna,16007,56.03,12213,42.75,350,1.23,28570
20,2007,6,Madhya Pradesh,Satna,14661,58.63,9748,38.98,597,2.39,25006
20,2008,6,Madhya Pradesh,Satna,17159,58.45,11335,38.61,863,2.94,29357
20,2009,6,Madhya Pradesh,Satna,16803,55.73,12817,42.51,531,1.76,30151
20,2010,6,Madhya Pradesh,Satna,21361,54.61,16254,41.55,1500,3.83,39115
20,2011,6,Madhya Pradesh,Satna,21345,58.75,14543,40.03,443,1.22,36331
20,2012,6,Madhya Pradesh,Satna,19946,57.26,14640,42.02,251,0.72,34837
20,2013,6,Madhya Pradesh,Satna,23321,68.58,10575,31.1,110,0.32,34006
20,2014,6,Madhya Pradesh,Satna,20380,65.04,10488,33.47,468,1.49,31336
20,2015,6,Madhya Pradesh,Satna,24799,64.89,13200,34.54,220,0.58,38219
20,2016,6,Madhya Pradesh,Satna,28693,65.53,14902,34.03,192,0.44,43787
20,2017,6,Madhya Pradesh,Satna,29067,65.31,15084,33.89,353,0.79,44504
21,1988,6,Madhya Pradesh,Shahdol,1194,53.76,984,44.3,43,1.94,2221
21,1999,6,Madhya Pradesh,Shahdol,3362,54.12,2615,42.1,235,3.78,6212
21,2000,6,Madhya Pradesh,Shahdol,3044,57.59,2183,41.3,59,1.12,5286
21,2001,6,Madhya Pradesh,Shahdol,3707,57.25,2675,41.31,93,1.44,6475
21,2002,6,Madhya Pradesh,Shahdol,3398,59.41,2248,39.3,74,1.29,5720
21,2003,6,Madhya Pradesh,Shahdol,4182,58.12,2887,40.13,126,1.75,7195
21,2004,6,Madhya Pradesh,Shahdol,3684,55.92,2765,41.97,139,2.11,6588
21,2005,6,Madhya Pradesh,Shahdol,3760,55.7,2685,39.77,306,4.53,6751
21,2006,6,Madhya Pradesh,Shahdol,4677,57.49,3269,40.18,190,2.34,8136
21,2007,6,Madhya Pradesh,Shahdol,4766,56.85,3417,40.76,200,2.39,8383
21,2008,6,Madhya Pradesh,Shahdol,5640,53.63,4692,44.61,185,1.76,10517
21,2009,6,Madhya Pradesh,Shahdol,5406,52.93,4572,44.76,236,2.31,10214
21,2010,6,Madhya Pradesh,Shahdol,7005,54.11,5648,43.62,294,2.27,12947
21,2011,6,Madhya Pradesh,Shahdol,8611,57.85,6219,41.78,55,0.37,14885
21,2012,6,Madhya Pradesh,Shahdol,7981,61.06,4914,37.6,175,1.34,13070
21,2013,6,Madhya Pradesh,Shahdol,8813,59.14,5957,39.97,132,0.89,14902
21,2014,6,Madhya Pradesh,Shahdol,9061,58.91,6196,40.28,124,0.81,15381
21,2015,6,Madhya Pradesh,Shahdol,9184,62.12,5492,37.15,109,0.74,14785
21,2016,6,Madhya Pradesh,Shahdol,10119,62.63,5931,36.71,107,0.66,16157
21,2017,6,Madhya Pradesh,Shahdol,10825,62.14,6431,36.92,163,0.94,17420
22,1988,6,Madhya Pradesh,Gwalior,9196,64.78,4690,33.04,309,2.18,14195
22,1999,6,Madhya Pradesh,Gwalior,16733,65.66,8248,32.36,504,1.98,25485
22,2000,6,Madhya Pradesh,Gwalior,13600,66.19,6633,32.28,314,1.53,20547
22,2001,6,Madhya Pradesh,Gwalior,16446,68.48,7351,30.61,218,0.91,24015
22,2002,6,Madhya Pradesh,Gwalior,9732,64.47,5168,34.23,196,1.3,15096
22,2003,6,Madhya Pradesh,Gwalior,15582,64.49,8048,33.31,532,2.2,24162
22,2004,6,Madhya Pradesh,Gwalior,16732,65.17,8530,33.22,414,1.61,25676
22,2005,6,Madhya Pradesh,Gwalior,17501,67.11,7577,29.06,999,3.83,26077
22,2006,6,Madhya Pradesh,Gwalior,19111,65.1,9541,32.5,703,2.39,29355
22,2007,6,Madhya Pradesh,Gwalior,19200,69.11,8023,28.88,559,2.01,27782
22,2008,6,Madhya Pradesh,Gwalior,29172,64.99,14819,33.01,899,2,44890
22,2009,6,Madhya Pradesh,Gwalior,28963,59.93,16515,34.17,2853,5.9,48331
22,2010,6,Madhya Pradesh,Gwalior,29645,61.33,18259,37.77,435,0.9,48339
22,2011,6,Madhya Pradesh,Gwalior,34484,67.07,16425,31.95,505,0.98,51414
22,2012,6,Madhya Pradesh,Gwalior,34754,66,17453,33.14,452,0.86,52659
22,2013,6,Madhya Pradesh,Gwalior,35106,73.65,12265,25.73,295,0.62,47666
22,2014,6,Madhya Pradesh,Gwalior,33372,73.92,11539,25.56,236,0.52,45147
22,2015,6,Madhya Pradesh,Gwalior,29113,76.13,8785,22.97,343,0.9,38241
22,2016,6,Madhya Pradesh,Gwalior,29640,72.28,10900,26.58,466,1.14,41006
22,2017,6,Madhya Pradesh,Gwalior,27042,67.41,12605,31.42,467,1.16,40113
23,1988,6,Madhya Pradesh,Shivpuri,2799,46.36,3071,50.87,167,2.77,6037
23,1999,6,Madhya Pradesh,Shivpuri,7129,48.91,7082,48.59,364,2.5,14575
23,2000,6,Madhya Pradesh,Shivpuri,6567,48.49,6675,49.29,300,2.22,13542
23,2001,6,Madhya Pradesh,Shivpuri,7074,49.22,7046,49.02,253,1.76,14373
23,2002,6,Madhya Pradesh,Shivpuri,3937,46.26,4421,51.95,152,1.79,8510
23,2003,6,Madhya Pradesh,Shivpuri,10059,53.89,8294,44.43,313,1.68,18666
23,2004,6,Madhya Pradesh,Shivpuri,9981,54.57,7925,43.33,385,2.1,18291
23,2005,6,Madhya Pradesh,Shivpuri,9696,52.77,8036,43.74,641,3.49,18373
23,2006,6,Madhya Pradesh,Shivpuri,10094,55.56,7729,42.54,344,1.89,18167
23,2007,6,Madhya Pradesh,Shivpuri,10457,53.89,8303,42.79,646,3.33,19406
23,2008,6,Madhya Pradesh,Shivpuri,15808,54.66,12705,43.93,410,1.42,28923
23,2009,6,Madhya Pradesh,Shivpuri,16257,52.87,13681,44.49,810,2.63,30748
23,2010,6,Madhya Pradesh,Shivpuri,17033,51.38,15227,45.93,893,2.69,33153
23,2011,6,Madhya Pradesh,Shivpuri,18304,53.28,15671,45.62,378,1.1,34353
23,2012,6,Madhya Pradesh,Shivpuri,19251,53.66,16355,45.59,270,0.75,35876
23,2013,6,Madhya Pradesh,Shivpuri,20816,58.19,14296,39.96,662,1.85,35774
23,2014,6,Madhya Pradesh,Shivpuri,20198,58.7,14004,40.7,207,0.6,34409
23,2015,6,Madhya Pradesh,Shivpuri,18939,57.71,13508,41.16,370,1.13,32817
23,2016,6,Madhya Pradesh,Shivpuri,19338,63.41,10580,34.69,579,1.9,30496
23,2017,6,Madhya Pradesh,Shivpuri,19578,59.28,13081,39.6,371,1.12,33029
24,1988,6,Madhya Pradesh,Guna,3770,47.65,3994,50.48,148,1.87,7912
24,1999,6,Madhya Pradesh,Guna,8739,53.93,7218,44.55,246,1.52,16203
24,2000,6,Madhya Pradesh,Guna,9697,49.71,9418,48.28,391,2,19506
24,2001,6,Madhya Pradesh,Guna,10502,46.97,11348,50.75,509,2.28,22359
24,2002,6,Madhya Pradesh,Guna,4838,34.6,8720,62.36,426,3.05,13984
24,2003,6,Madhya Pradesh,Guna,12047,48.19,12049,48.2,904,3.62,25000
24,2004,6,Madhya Pradesh,Guna,12437,51.79,10803,44.99,772,3.22,24012
24,2005,6,Madhya Pradesh,Guna,11466,55.61,8132,39.44,1019,4.94,20617
24,2006,6,Madhya Pradesh,Guna,15808,61.1,9804,37.89,260,1,25872
24,2007,6,Madhya Pradesh,Guna,14429,59.56,9298,38.38,499,2.06,24226
24,2008,6,Madhya Pradesh,Guna,16345,55.14,13045,44.01,252,0.85,29642
24,2009,6,Madhya Pradesh,Guna,15191,52.19,13611,46.76,304,1.04,29106
24,2010,6,Madhya Pradesh,Guna,19873,51.84,18115,47.26,344,0.9,38332
24,2011,6,Madhya Pradesh,Guna,19257,55.36,15174,43.62,357,1.03,34788
24,2012,6,Madhya Pradesh,Guna,20442,51.24,19351,48.5,102,0.26,39895
24,2013,6,Madhya Pradesh,Guna,25935,56.27,19860,43.09,297,0.64,46092
24,2014,6,Madhya Pradesh,Guna,27531,59.64,18479,40.03,152,0.33,46162
24,2015,6,Madhya Pradesh,Guna,29848,59.49,19847,39.56,479,0.95,50174
24,2016,6,Madhya Pradesh,Guna,29058,61.55,17844,37.8,306,0.65,47207
24,2017,6,Madhya Pradesh,Guna,29620,56.42,22561,42.98,315,0.6,52496
25,1988,6,Madhya Pradesh,Datia,2397,62.83,1375,36.04,43,1.13,3815
25,1999,6,Madhya Pradesh,Datia,5872,65.22,2923,32.47,208,2.31,9003
25,2000,6,Madhya Pradesh,Datia,6011,65.73,2963,32.4,171,1.87,9145
25,2001,6,Madhya Pradesh,Datia,5859,63.03,3290,35.39,147,1.58,9296
25,2002,6,Madhya Pradesh,Datia,5665,65.16,2879,33.11,150,1.73,8694
25,2003,6,Madhya Pradesh,Datia,7382,65.66,3641,32.38,220,1.96,11243
25,2004,6,Madhya Pradesh,Datia,7466,66.44,3616,32.18,155,1.38,11237
25,2005,6,Madhya Pradesh,Datia,7900,74.16,2407,22.59,346,3.25,10653
25,2006,6,Madhya Pradesh,Datia,9501,72.53,3475,26.53,123,0.94,13099
25,2007,6,Madhya Pradesh,Datia,11543,69.54,4788,28.84,269,1.62,16600
25,2008,6,Madhya Pradesh,Datia,13739,65.08,7302,34.59,70,0.33,21111
25,2009,6,Madhya Pradesh,Datia,13505,62.92,7278,33.91,681,3.17,21464
25,2010,6,Madhya Pradesh,Datia,13904,60.08,9041,39.07,197,0.85,23142
25,2011,6,Madhya Pradesh,Datia,15505,64.61,8269,34.46,222,0.93,23996
25,2012,6,Madhya Pradesh,Datia,16431,65.76,8058,32.25,496,1.99,24985
25,2013,6,Madhya Pradesh,Datia,14175,78.38,3742,20.69,167,0.92,18084
25,2014,6,Madhya Pradesh,Datia,17008,75.93,5375,24,17,0.08,22400
25,2015,6,Madhya Pradesh,Datia,24870,89.91,2712,9.8,80,0.29,27662
25,2016,6,Madhya Pradesh,Datia,15543,79.55,3834,19.62,161,0.82,19538
25,2017,6,Madhya Pradesh,Datia,21273,72.57,7790,26.58,249,0.85,29312
26,1988,6,Madhya Pradesh,Morena,25928,73.68,8258,23.47,1005,2.86,35191
26,1999,6,Madhya Pradesh,Morena,24707,67.96,10899,29.98,748,2.06,36354
26,2000,6,Madhya Pradesh,Morena,21376,69.17,9139,29.57,389,1.26,30904
26,2001,6,Madhya Pradesh,Morena,19666,68.06,8991,31.12,238,0.82,28895
26,2002,6,Madhya Pradesh,Morena,12592,68.26,5594,30.32,261,1.41,18447
26,2003,6,Madhya Pradesh,Morena,30467,70.46,11846,27.4,928,2.15,43241
26,2004,6,Madhya Pradesh,Morena,32984,71.74,12392,26.95,598,1.3,45974
26,2005,6,Madhya Pradesh,Morena,32368,77.14,8945,21.32,649,1.55,41962
26,2006,6,Madhya Pradesh,Morena,29937,70.34,12037,28.28,587,1.38,42561
26,2007,6,Madhya Pradesh,Morena,37805,72.01,13499,25.71,1194,2.27,52498
26,2008,6,Madhya Pradesh,Morena,42117,68.7,17953,29.29,1233,2.01,61303
26,2009,6,Madhya Pradesh,Morena,41861,67.51,18646,30.07,1498,2.42,62005
26,2010,6,Madhya Pradesh,Morena,40709,66.8,19926,32.69,311,0.51,60946
26,2011,6,Madhya Pradesh,Morena,42126,66.97,20592,32.73,189,0.3,62907
26,2012,6,Madhya Pradesh,Morena,42523,68.35,19369,31.13,323,0.52,62215
26,2013,6,Madhya Pradesh,Morena,48620,76.29,14771,23.18,339,0.53,63730
26,2014,6,Madhya Pradesh,Morena,45769,73.95,15761,25.46,364,0.59,61894
26,2015,6,Madhya Pradesh,Morena,49450,76.65,14735,22.84,325,0.5,64510
26,2016,6,Madhya Pradesh,Morena,50326,76.76,14812,22.59,425,0.65,65564
26,2017,6,Madhya Pradesh,Morena,49982,72.32,18447,26.69,680,0.98,69109
27,1988,6,Madhya Pradesh,Bhind,13666,70.95,4872,25.29,724,3.76,19262
27,1999,6,Madhya Pradesh,Bhind,15348,65.19,7799,33.12,398,1.69,23545
27,2000,6,Madhya Pradesh,Bhind,12073,62.91,6790,35.38,328,1.71,19191
27,2001,6,Madhya Pradesh,Bhind,12395,63.9,6777,34.93,227,1.17,19399
27,2002,6,Madhya Pradesh,Bhind,9667,59.35,6306,38.72,315,1.93,16288
27,2003,6,Madhya Pradesh,Bhind,16308,62.7,9037,34.75,664,2.55,26009
27,2004,6,Madhya Pradesh,Bhind,16905,64.01,9034,34.21,469,1.78,26408
27,2005,6,Madhya Pradesh,Bhind,16762,68.91,6319,25.98,1242,5.11,24323
27,2006,6,Madhya Pradesh,Bhind,16351,67.35,7585,31.24,341,1.4,24277
27,2007,6,Madhya Pradesh,Bhind,18442,68.23,7806,28.88,780,2.89,27028
27,2008,6,Madhya Pradesh,Bhind,21146,62.34,12396,36.54,378,1.11,33920
27,2009,6,Madhya Pradesh,Bhind,19844,58.33,13516,39.73,658,1.93,34018
27,2010,6,Madhya Pradesh,Bhind,19145,57.53,14005,42.08,129,0.39,33279
27,2011,6,Madhya Pradesh,Bhind,20959,67.53,9781,31.51,297,0.96,31037
27,2012,6,Madhya Pradesh,Bhind,20731,60.18,13610,39.51,107,0.31,34448
27,2013,6,Madhya Pradesh,Bhind,23687,68.93,10515,30.6,160,0.47,34362
27,2014,6,Madhya Pradesh,Bhind,23267,71.24,9330,28.57,64,0.2,32661
27,2015,6,Madhya Pradesh,Bhind,26896,73.22,9759,26.57,79,0.22,36734
27,2016,6,Madhya Pradesh,Bhind,28122,71.98,10765,27.55,181,0.46,39068
27,2017,6,Madhya Pradesh,Bhind,28195,65.97,14286,33.43,258,0.6,42739
28,1988,6,Madhya Pradesh,Indore,10151,45.24,10419,46.43,1870,8.33,22440
28,1999,6,Madhya Pradesh,Indore,22807,54.72,15480,37.14,3390,8.13,41677
28,2000,6,Madhya Pradesh,Indore,9539,52.3,7118,39.02,1513,8.29,18240
28,2001,6,Madhya Pradesh,Indore,10551,51.16,8390,40.68,1683,8.16,20624
28,2002,6,Madhya Pradesh,Indore,12841,49.28,10667,40.94,2550,9.79,26058
28,2003,6,Madhya Pradesh,Indore,23172,56.53,13893,33.89,3926,9.58,40991
28,2004,6,Madhya Pradesh,Indore,25201,54.25,16919,36.42,4334,9.33,46454
28,2005,6,Madhya Pradesh,Indore,16769,49.93,13911,41.42,2906,8.65,33586
28,2006,6,Madhya Pradesh,Indore,32566,52.56,23827,38.46,5561,8.98,61954
28,2007,6,Madhya Pradesh,Indore,42150,54.13,27236,34.98,8476,10.89,77862
28,2008,6,Madhya Pradesh,Indore,32607,46.5,29812,42.51,7703,10.99,70122
28,2009,6,Madhya Pradesh,Indore,44533,46.93,36843,38.83,13509,14.24,94885
28,2010,6,Madhya Pradesh,Indore,45362,44.63,43917,43.21,12367,12.17,101646
28,2011,6,Madhya Pradesh,Indore,37790,45.24,39321,47.07,6423,7.69,83534
28,2012,6,Madhya Pradesh,Indore,33991,48.37,30972,44.08,5304,7.55,70267
28,2013,6,Madhya Pradesh,Indore,42010,59.05,24579,34.55,4558,6.41,71147
28,2014,6,Madhya Pradesh,Indore,35889,54.76,25014,38.17,4638,7.08,65541
28,2015,6,Madhya Pradesh,Indore,39437,53.2,28475,38.41,6214,8.38,74126
28,2016,6,Madhya Pradesh,Indore,41446,57.83,23277,32.48,6951,9.7,71674
28,2017,6,Madhya Pradesh,Indore,39595,60.28,20470,31.16,5622,8.56,65687
29,1988,6,Madhya Pradesh,Ratlam,9343,54.15,7056,40.89,855,4.96,17254
29,1999,6,Madhya Pradesh,Ratlam,27047,59,16331,35.62,2466,5.38,45844
29,2000,6,Madhya Pradesh,Ratlam,11621,53.54,9027,41.59,1059,4.88,21707
29,2001,6,Madhya Pradesh,Ratlam,12119,58.98,7127,34.69,1301,6.33,20547
29,2002,6,Madhya Pradesh,Ratlam,9704,59.6,5132,31.52,1445,8.88,16281
29,2003,6,Madhya Pradesh,Ratlam,17436,69.92,5971,23.95,1529,6.13,24936
29,2004,6,Madhya Pradesh,Ratlam,20754,57.07,12943,35.59,2667,7.33,36364
29,2005,6,Madhya Pradesh,Ratlam,15226,58.3,9271,35.5,1621,6.21,26118
29,2006,6,Madhya Pradesh,Ratlam,27821,65.53,11960,28.17,2674,6.3,42455
29,2007,6,Madhya Pradesh,Ratlam,30809,58.9,16898,32.3,4604,8.8,52311
29,2008,6,Madhya Pradesh,Ratlam,22061,51.43,16247,37.88,4588,10.7,42896
29,2009,6,Madhya Pradesh,Ratlam,30141,53.23,19574,34.57,6911,12.2,56626
29,2010,6,Madhya Pradesh,Ratlam,33093,52.8,24854,39.65,4734,7.55,62681
29,2011,6,Madhya Pradesh,Ratlam,42243,56.47,29074,38.87,3486,4.66,74803
29,2012,6,Madhya Pradesh,Ratlam,38617,60.19,22591,35.21,2955,4.61,64163
29,2013,6,Madhya Pradesh,Ratlam,41845,65.7,19289,30.28,2560,4.02,63694
29,2014,6,Madhya Pradesh,Ratlam,36045,65.9,15523,28.38,3130,5.72,54698
29,2015,6,Madhya Pradesh,Ratlam,36078,59.24,20509,33.68,4315,7.09,60902
29,2016,6,Madhya Pradesh,Ratlam,35132,62.36,17513,31.09,3689,6.55,56334
29,2017,6,Madhya Pradesh,Ratlam,35385,61.75,17110,29.86,4806,8.39,57301
30,1988,6,Madhya Pradesh,Ujjain,24236,60.96,13860,34.86,1658,4.17,39754
30,1999,6,Madhya Pradesh,Ujjain,25412,57.89,16450,37.48,2033,4.63,43895
30,2000,6,Madhya Pradesh,Ujjain,10439,49.43,9931,47.03,748,3.54,21118
30,2001,6,Madhya Pradesh,Ujjain,11507,49.66,10380,44.8,1284,5.54,23171
30,2002,6,Madhya Pradesh,Ujjain,11050,47.1,11129,47.43,1284,5.47,23463
30,2003,6,Madhya Pradesh,Ujjain,21951,57.36,13818,36.11,2502,6.54,38271
30,2004,6,Madhya Pradesh,Ujjain,23397,47.64,22654,46.13,3056,6.22,49107
30,2005,6,Madhya Pradesh,Ujjain,13764,45.22,14816,48.68,1858,6.1,30438
30,2006,6,Madhya Pradesh,Ujjain,26999,51.43,22134,42.16,3367,6.41,52500
30,2007,6,Madhya Pradesh,Ujjain,33766,54.51,23966,38.69,4207,6.79,61939
30,2008,6,Madhya Pradesh,Ujjain,18787,40.58,23850,51.52,3654,7.89,46291
30,2009,6,Madhya Pradesh,Ujjain,27756,44.86,29316,47.38,4805,7.77,61877
30,2010,6,Madhya Pradesh,Ujjain,30078,38.81,41625,53.71,5798,7.48,77501
30,2011,6,Madhya Pradesh,Ujjain,34004,41.75,43696,53.65,3752,4.61,81452
30,2012,6,Madhya Pradesh,Ujjain,32162,49.68,30404,46.96,2173,3.36,64739
30,2013,6,Madhya Pradesh,Ujjain,50670,56.34,35024,38.95,4236,4.71,89930
30,2014,6,Madhya Pradesh,Ujjain,36096,55.83,25694,39.74,2863,4.43,64653
30,2015,6,Madhya Pradesh,Ujjain,47857,51.6,38867,41.91,6023,6.49,92747
30,2016,6,Madhya Pradesh,Ujjain,46451,57.71,28625,35.56,5421,6.73,80496
30,2017,6,Madhya Pradesh,Ujjain,42030,53.5,30956,39.41,5569,7.09,78555
31,1988,6,Madhya Pradesh,Mandsaur,20859,55.1,15114,39.93,1882,4.97,37855
31,1999,6,Madhya Pradesh,Mandsaur,26383,47.87,25031,45.42,3698,6.71,55112
31,2000,6,Madhya Pradesh,Mandsaur,15219,38.81,21632,55.16,2363,6.03,39214
